m,n,Group,Mean,Range,UCL,LCL,Status
83,1659,61,0.09985053,0.019997124820196208,0.10360702417254104,0.096415201,Accept
83,1659,62,0.10004674453703416,0.019969354,0.10360702417254104,0.096415201,Accept
83,1659,63,0.09992374,0.019949965808130937,0.10360702417254104,0.096415201,Accept
83,1659,64,0.099820024,0.019959892295087003,0.10360702417254104,0.096415201,Accept
83,1659,65,0.099921176,0.019975159374256715,0.10360702417254104,0.096415201,Accept
83,1659,66,0.1000036683998966,0.019959701308352548,0.10360702417254104,0.096415201,Accept
83,1659,67,0.099819211,0.019967286,0.10360702417254104,0.096415201,Accept
83,1659,68,0.10020197431820943,0.019955977546951872,0.10360702417254104,0.096415201,Accept
83,1659,69,0.099974389,0.019990886,0.10360702417254104,0.096415201,Accept
83,1659,70,0.099923392,0.019973290694596135,0.10360702417254104,0.096415201,Accept
83,1659,71,0.10019447089863018,0.019989691620379224,0.10360702417254104,0.096415201,Accept
83,1659,72,0.10005227353682164,0.019994327,0.10360702417254104,0.096415201,Accept
83,1659,73,0.10009786903591476,0.019997543,0.10360702417254104,0.096415201,Accept
83,1659,74,0.10022329988862294,0.019977336015218478,0.10360702417254104,0.096415201,Accept
83,1659,75,0.10010796691483186,0.019992008571816475,0.10360702417254104,0.096415201,Accept
83,1659,76,0.10005859203894221,0.019974338418738843,0.10360702417254104,0.096415201,Accept
83,1659,77,0.099738598,0.019996398887442174,0.10360702417254104,0.096415201,Accept
83,1659,78,0.10005507761553335,0.019994823445814033,0.10360702417254104,0.096415201,Accept
83,1659,79,0.10004031366292397,0.019950816,0.10360702417254104,0.096415201,Accept
83,1659,80,0.09992603,0.019977398901877566,0.10360702417254104,0.096415201,Accept
83,1659,81,0.10011206071876834,0.019973641974182943,0.10360702417254104,0.096415201,Accept
83,1659,82,0.1003081739641209,0.019974423318343426,0.10360702417254104,0.096415201,Accept
83,1659,83,0.10008866058844665,0.019947223,0.10360702417254104,0.096415201,Accept
41,610,1,0.10006288091608048,0.019962255017432984,0.104504231,0.095606161,Accept
41,610,2,0.10022861589484743,0.019978939,0.104504231,0.095606161,Accept
41,610,3,0.10018068286712736,0.019983124,0.104504231,0.095606161,Accept
41,610,4,0.09986269,0.019986186437001507,0.104504231,0.095606161,Accept
41,610,5,0.1002323769511764,0.019940260274267693,0.104504231,0.095606161,Accept
41,610,6,0.10030669681551228,0.019989903,0.104504231,0.095606161,Accept
41,610,7,0.10056272842619601,0.019986111588397457,0.104504231,0.095606161,Accept
41,610,8,0.10025306011830444,0.019958100765732262,0.104504231,0.095606161,Accept
41,610,9,0.10008233417638149,0.019977759032307543,0.104504231,0.095606161,Accept
41,610,10,0.1000132579647383,0.019948086167164453,0.104504231,0.095606161,Accept
41,610,11,0.10011325580832113,0.019971465945328018,0.104504231,0.095606161,Accept
41,610,12,0.099715077,0.019955919442888326,0.104504231,0.095606161,Accept
41,610,13,0.099928,0.019985258,0.104504231,0.095606161,Accept
41,610,14,0.099908356,0.019716238,0.104504231,0.095606161,Accept
41,610,15,0.10042030026105053,0.019931876186007405,0.104504231,0.095606161,Accept
41,610,16,0.10000417913200696,0.019943498,0.104504231,0.095606161,Accept
41,610,17,0.10038964741903261,0.019964666,0.104504231,0.095606161,Accept
41,610,18,0.099633106,0.019970328,0.104504231,0.095606161,Accept
41,610,19,0.099615111,0.019972161,0.104504231,0.095606161,Accept
41,610,20,0.099850256,0.019894925232983515,0.104504231,0.095606161,Accept
41,610,21,0.10023616588719285,0.019929320693878483,0.104504231,0.095606161,Accept
41,610,22,0.10020700990228218,0.019887481,0.104504231,0.095606161,Accept
41,610,23,0.10020523361585547,0.019992708752329724,0.104504231,0.095606161,Accept
41,610,24,0.10008816953704601,0.019939779,0.104504231,0.095606161,Accept
41,610,25,0.099697146,0.019969209362649565,0.104504231,0.095606161,Accept
41,610,26,0.099891339,0.019961122584630037,0.104504231,0.095606161,Accept
41,610,27,0.10033058738103033,0.019994816,0.104504231,0.095606161,Accept
41,610,28,0.10011869952665378,0.019928351090028357,0.104504231,0.095606161,Accept
41,610,29,0.10039359536407011,0.019920572674777454,0.104504231,0.095606161,Accept
41,610,30,0.10003148796957523,0.019908016371153428,0.104504231,0.095606161,Accept
41,610,31,0.099712402,0.019932802,0.104504231,0.095606161,Accept
41,610,32,0.10012330800465195,0.019937081559773834,0.104504231,0.095606161,Accept
41,610,33,0.10016179016401978,0.019973707,0.104504231,0.095606161,Accept
41,610,34,0.10015697936168273,0.019990648036967804,0.104504231,0.095606161,Accept
41,610,35,0.099345498,0.019970886522576406,0.104504231,0.095606161,Accept
41,610,36,0.09985139,0.01986885,0.104504231,0.095606161,Accept
41,610,37,0.099981813,0.019967950776006785,0.104504231,0.095606161,Accept
41,610,38,0.099925173,0.019978422325825126,0.104504231,0.095606161,Accept
41,610,39,0.1004356693779553,0.019956767,0.104504231,0.095606161,Accept
41,610,40,0.10002343621940671,0.019972134,0.104504231,0.095606161,Accept
41,610,41,0.099983525,0.019986339015096208,0.104504231,0.095606161,Accept
25,505,1,0.099747708,0.019820521669216593,0.10362797871131077,0.096462414,Accept
25,505,2,0.10031780833996018,0.019822207,0.10362797871131077,0.096462414,Accept
25,505,3,0.10021145727061931,0.019971991555983365,0.10362797871131077,0.096462414,Accept
25,505,4,0.1002304575113228,0.019913630471150107,0.10362797871131077,0.096462414,Accept
25,505,5,0.10066852674044377,0.019918350842975552,0.10362797871131077,0.096462414,Accept
25,505,6,0.10007766851468439,0.019988043364292135,0.10362797871131077,0.096462414,Accept
25,505,7,0.10048624922380935,0.019870080785792513,0.10362797871131077,0.096462414,Accept
25,505,8,0.10015919679455368,0.019877536020022568,0.10362797871131077,0.096462414,Accept
25,505,9,0.099764762,0.019906600297942223,0.10362797871131077,0.096462414,Accept
25,505,10,0.10031481020305962,0.019794534009966086,0.10362797871131077,0.096462414,Accept
25,505,11,0.099985965,0.019854048,0.10362797871131077,0.096462414,Accept
25,505,12,0.1003894150235815,0.019978782,0.10362797871131077,0.096462414,Accept
25,505,13,0.099774702,0.019927498062553672,0.10362797871131077,0.096462414,Accept
25,505,14,0.099731764,0.019958843,0.10362797871131077,0.096462414,Accept
25,505,15,0.09966708,0.019744829,0.10362797871131077,0.096462414,Accept
25,505,16,0.10046782835738154,0.019946600767411005,0.10362797871131077,0.096462414,Accept
25,505,17,0.10021563609269044,0.019990464297285307,0.10362797871131077,0.096462414,Accept
25,505,18,0.10004240234794191,0.019952845,0.10362797871131077,0.096462414,Accept
25,505,19,0.099729809,0.019960883442060595,0.10362797871131077,0.096462414,Accept
25,505,20,0.099831002,0.019803518817478286,0.10362797871131077,0.096462414,Accept
25,505,21,0.099906902,0.019962921,0.10362797871131077,0.096462414,Accept
25,505,22,0.10001296645055703,0.019936471265645905,0.10362797871131077,0.096462414,Accept
25,505,23,0.099762688,0.019951239032539994,0.10362797871131077,0.096462414,Accept
25,505,24,0.099979068,0.019916514,0.10362797871131077,0.096462414,Accept
25,505,25,0.099654029,0.019839739330649725,0.10362797871131077,0.096462414,Accept
15,350,1,0.099790396,0.019883111063124723,0.10333570708986409,0.096895131,Accept
15,350,2,0.10035758800591359,0.019817526989750853,0.10333570708986409,0.096895131,Accept
15,350,3,0.10028302889142038,0.019839753,0.10333570708986409,0.096895131,Accept
15,350,4,0.10009031303016148,0.019949901038278983,0.10333570708986409,0.096895131,Accept
15,350,5,0.099306326,0.01982414,0.10333570708986409,0.096895131,Accept
15,350,6,0.10021573394549213,0.019881622,0.10333570708986409,0.096895131,Accept
15,350,7,0.099994023,0.019926592755572403,0.10333570708986409,0.096895131,Accept
15,350,8,0.10036218419749626,0.019977097502683977,0.10333570708986409,0.096895131,Accept
15,350,9,0.099953692,0.019918793557787168,0.10333570708986409,0.096895131,Accept
15,350,10,0.099765157,0.019762236,0.10333570708986409,0.096895131,Accept
15,350,11,0.10012894686379983,0.019931463260171034,0.10333570708986409,0.096895131,Accept
15,350,12,0.099960422,0.019843905570271075,0.10333570708986409,0.096895131,Accept
15,350,13,0.10061724189908913,0.019903422268100657,0.10333570708986409,0.096895131,Accept
15,350,14,0.10029789704232664,0.019862402329546086,0.10333570708986409,0.096895131,Accept
15,350,15,0.10060833689728388,0.01985284,0.10333570708986409,0.096895131,Accept
29,54,1,0.10061278842099304,0.019678219265659894,0.13642377298530256,0.063490187,Accept
29,54,2,0.1008373222517686,0.018497272,0.13642377298530256,0.063490187,Accept
29,54,3,0.10032598934023405,0.019658757978039454,0.13642377298530256,0.063490187,Accept
29,54,4,0.09927437,0.018216563,0.13642377298530256,0.063490187,Accept
29,54,5,0.1002381720220086,0.019390752,0.13642377298530256,0.063490187,Accept
29,54,6,0.10049636704970062,0.019264952,0.13642377298530256,0.063490187,Accept
29,54,7,0.10011312459043903,0.019342109264844823,0.13642377298530256,0.063490187,Accept
29,54,8,0.098600566,0.018944673667963804,0.13642377298530256,0.063490187,Accept
29,54,9,0.10025478543976399,0.019737252,0.13642377298530256,0.063490187,Accept
29,54,10,0.099479724,0.019781528196917558,0.13642377298530256,0.063490187,Accept
29,54,11,0.10107505639503599,0.019178489,0.13642377298530256,0.063490187,Accept
29,54,12,0.099678061,0.019566732,0.13642377298530256,0.063490187,Accept
29,54,13,0.099877735,0.019286371575028396,0.13642377298530256,0.063490187,Accept
29,54,14,0.099013718,0.019928888602817163,0.13642377298530256,0.063490187,Accept
29,54,15,0.10116766314044481,0.019307135014476992,0.13642377298530256,0.063490187,Accept
29,54,16,0.10013074933527102,0.019420174126650605,0.13642377298530256,0.063490187,Accept
29,54,17,0.098655784,0.019707271597766876,0.13642377298530256,0.063490187,Accept
29,54,18,0.10012702980576053,0.018550992624356458,0.13642377298530256,0.063490187,Accept
29,54,19,0.10016121339213858,0.019136031710693294,0.13642377298530256,0.063490187,Accept
29,54,20,0.1012349865934605,0.019717978,0.13642377298530256,0.063490187,Accept
29,54,21,0.099863053,0.019746655,0.13642377298530256,0.063490187,Accept
29,54,22,0.09954521,0.019521707855134338,0.13642377298530256,0.063490187,Accept
29,54,23,0.099086515,0.019379206903990503,0.13642377298530256,0.063490187,Accept
29,54,24,0.1003557009282946,0.019519922,0.13642377298530256,0.063490187,Accept
29,54,25,0.099021718,0.019300948032635268,0.13642377298530256,0.063490187,Accept
29,54,26,0.099848448,0.019769896273846413,0.13642377298530256,0.063490187,Accept
29,54,27,0.10004622635454757,0.019857551005153268,0.13642377298530256,0.063490187,Accept
29,54,28,0.099452945,0.019298768,0.13642377298530256,0.063490187,Accept
29,54,29,0.10017739296990884,0.019812882,0.13642377298530256,0.063490187,Accept
44,690,1,0.099919292,0.019952591141732187,0.10422782144251706,0.095775253,Accept
44,690,2,0.099504089,0.019929096948842123,0.10422782144251706,0.095775253,Accept
44,690,3,0.10013769292385254,0.019980106721857946,0.10422782144251706,0.095775253,Accept
44,690,4,0.099928585,0.019939257,0.10422782144251706,0.095775253,Accept
44,690,5,0.1001842604981543,0.019971024071911134,0.10422782144251706,0.095775253,Accept
44,690,6,0.10002031659540933,0.019985407157148652,0.10422782144251706,0.095775253,Accept
44,690,7,0.10016072233457748,0.019993678783181063,0.10422782144251706,0.095775253,Accept
44,690,8,0.10003474193909602,0.019880518545061163,0.10422782144251706,0.095775253,Accept
44,690,9,0.10008155255649612,0.019865145505485973,0.10422782144251706,0.095775253,Accept
44,690,10,0.10020140068121958,0.019968322,0.10422782144251706,0.095775253,Accept
44,690,11,0.099832155,0.019969048036442602,0.10422782144251706,0.095775253,Accept
44,690,12,0.10027486540122973,0.019955462,0.10422782144251706,0.095775253,Accept
44,690,13,0.10034033056577389,0.019968783331409737,0.10422782144251706,0.095775253,Accept
44,690,14,0.099822578,0.019891491625421975,0.10422782144251706,0.095775253,Accept
44,690,15,0.099587,0.019893786808110034,0.10422782144251706,0.095775253,Accept
44,690,16,0.099689933,0.019936052422635755,0.10422782144251706,0.095775253,Accept
44,690,17,0.099852559,0.019934388721050633,0.10422782144251706,0.095775253,Accept
44,690,18,0.09993157,0.019979815797062622,0.10422782144251706,0.095775253,Accept
44,690,19,0.099968337,0.019942144,0.10422782144251706,0.095775253,Accept
44,690,20,0.10022335269031207,0.019912343590603065,0.10422782144251706,0.095775253,Accept
44,690,21,0.10029637552346457,0.019918081939939464,0.10422782144251706,0.095775253,Accept
44,690,22,0.10033067400555602,0.019918321604135508,0.10422782144251706,0.095775253,Accept
44,690,23,0.099953681,0.019947756246304488,0.10422782144251706,0.095775253,Accept
44,690,24,0.10009611255737677,0.019991752030742743,0.10422782144251706,0.095775253,Accept
44,690,25,0.09989728,0.019929321,0.10422782144251706,0.095775253,Accept
44,690,26,0.10010928549177868,0.019761462,0.10422782144251706,0.095775253,Accept
44,690,27,0.099832437,0.019961715397213503,0.10422782144251706,0.095775253,Accept
44,690,28,0.10011380540436315,0.01994072,0.10422782144251706,0.095775253,Accept
44,690,29,0.099924959,0.019847698600793953,0.10422782144251706,0.095775253,Accept
44,690,30,0.10006616057431911,0.019894922502552398,0.10422782144251706,0.095775253,Accept
44,690,31,0.10007578833359647,0.019910735926089898,0.10422782144251706,0.095775253,Accept
44,690,32,0.099806284,0.019979267,0.10422782144251706,0.095775253,Accept
44,690,33,0.1003807013372783,0.019797550575864353,0.10422782144251706,0.095775253,Accept
44,690,34,0.10028905810658123,0.019953313,0.10422782144251706,0.095775253,Accept
44,690,35,0.10002492576266095,0.019945089203242963,0.10422782144251706,0.095775253,Accept
44,690,36,0.099773655,0.019950205670157053,0.10422782144251706,0.095775253,Accept
44,690,37,0.099929636,0.019922199259430187,0.10422782144251706,0.095775253,Accept
44,690,38,0.10017689279808724,0.019993467,0.10422782144251706,0.095775253,Accept
44,690,39,0.10015193081983635,0.019964398,0.10422782144251706,0.095775253,Accept
44,690,40,0.10009638666322047,0.01989397,0.10422782144251706,0.095775253,Accept
44,690,41,0.099770592,0.019942190614185187,0.10422782144251706,0.095775253,Accept
44,690,42,0.09940075,0.019973686,0.10422782144251706,0.095775253,Accept
44,690,43,0.10002379903194464,0.019989483134083233,0.10422782144251706,0.095775253,Accept
44,690,44,0.09985113,0.019977583040451205,0.10422782144251706,0.095775253,Accept
31,297,1,0.099861905,0.019797206383929303,0.10613226370549406,0.093915297,Accept
31,297,2,0.099362537,0.019912043075298994,0.10613226370549406,0.093915297,Accept
31,297,3,0.099709106,0.019972107,0.10613226370549406,0.093915297,Accept
31,297,4,0.099492667,0.019683091361944224,0.10613226370549406,0.093915297,Accept
31,297,5,0.099717226,0.019911623303339274,0.10613226370549406,0.093915297,Accept
31,297,6,0.10044185790396468,0.019827868324457515,0.10613226370549406,0.093915297,Accept
31,297,7,0.1003249138838201,0.019901507030300192,0.10613226370549406,0.093915297,Accept
31,297,8,0.10027724362060814,0.019740471,0.10613226370549406,0.093915297,Accept
31,297,9,0.099897781,0.019783480817814433,0.10613226370549406,0.093915297,Accept
31,297,10,0.099921303,0.019918842,0.10613226370549406,0.093915297,Accept
31,297,11,0.10016760884600603,0.019904339322629902,0.10613226370549406,0.093915297,Accept
31,297,12,0.10000771774038787,0.019782029,0.10613226370549406,0.093915297,Accept
31,297,13,0.10026280955683636,0.019925659,0.10613226370549406,0.093915297,Accept
31,297,14,0.10025948179461935,0.019544128128355223,0.10613226370549406,0.093915297,Accept
31,297,15,0.10019600279132197,0.019865555913042246,0.10613226370549406,0.093915297,Accept
31,297,16,0.10014324623578207,0.019935011,0.10613226370549406,0.093915297,Accept
31,297,17,0.10035306402274757,0.019857247151832846,0.10613226370549406,0.093915297,Accept
31,297,18,0.10048814718016827,0.019744718378412643,0.10613226370549406,0.093915297,Accept
31,297,19,0.099859223,0.019802974,0.10613226370549406,0.093915297,Accept
31,297,20,0.10008134125500949,0.019711574936973633,0.10613226370549406,0.093915297,Accept
31,297,21,0.10016767689759987,0.019845664850442826,0.10613226370549406,0.093915297,Accept
31,297,22,0.10077637731598052,0.019943544483434175,0.10613226370549406,0.093915297,Accept
31,297,23,0.099778904,0.019978109464501917,0.10613226370549406,0.093915297,Accept
31,297,24,0.099462255,0.019777521169206044,0.10613226370549406,0.093915297,Accept
31,297,25,0.099931893,0.019882503,0.10613226370549406,0.093915297,Accept
31,297,26,0.099730479,0.019898286069775326,0.10613226370549406,0.093915297,Accept
31,297,27,0.10003221644748704,0.019623678,0.10613226370549406,0.093915297,Accept
31,297,28,0.10006464393169136,0.019943066547142896,0.10613226370549406,0.093915297,Accept
31,297,29,0.10050300579012598,0.019805309,0.10613226370549406,0.093915297,Accept
31,297,30,0.099752723,0.019717377589539828,0.10613226370549406,0.093915297,Accept
31,297,31,0.099711836,0.019878336570972516,0.10613226370549406,0.093915297,Accept
48,78,1,0.099265859,0.019499593686449476,0.13661652176986416,0.063225633,Accept
48,78,2,0.099619501,0.019857744391047483,0.13661652176986416,0.063225633,Accept
48,78,3,0.099902637,0.019355154034413916,0.13661652176986416,0.063225633,Accept
48,78,4,0.099337392,0.019387696764032375,0.13661652176986416,0.063225633,Accept
48,78,5,0.10048905288400058,0.019927080957753515,0.13661652176986416,0.063225633,Accept
48,78,6,0.10002199319413715,0.019310502297290533,0.13661652176986416,0.063225633,Accept
48,78,7,0.10125289603199458,0.019679872085778524,0.13661652176986416,0.063225633,Accept
48,78,8,0.10072834,0.019891125,0.13661652176986416,0.063225633,Accept
48,78,9,0.099608747,0.019247727,0.13661652176986416,0.063225633,Accept
48,78,10,0.10023132491335483,0.019586454,0.13661652176986416,0.063225633,Accept
48,78,11,0.10022372287277227,0.019693148,0.13661652176986416,0.063225633,Accept
48,78,12,0.099931878,0.019333255724710036,0.13661652176986416,0.063225633,Accept
48,78,13,0.099668863,0.019436869484563538,0.13661652176986416,0.063225633,Accept
48,78,14,0.099366752,0.019785621,0.13661652176986416,0.063225633,Accept
48,78,15,0.1008811994673112,0.019692360113457028,0.13661652176986416,0.063225633,Accept
48,78,16,0.098485077,0.019657776045746256,0.13661652176986416,0.063225633,Accept
48,78,17,0.10099114467663375,0.019736205269052134,0.13661652176986416,0.063225633,Accept
48,78,18,0.099405218,0.019739642858856793,0.13661652176986416,0.063225633,Accept
48,78,19,0.10053635936819202,0.018956402998112645,0.13661652176986416,0.063225633,Accept
48,78,20,0.10094604021052324,0.019859586851028413,0.13661652176986416,0.063225633,Accept
48,78,21,0.099853199,0.019450336,0.13661652176986416,0.063225633,Accept
48,78,22,0.099325964,0.019687051001831393,0.13661652176986416,0.063225633,Accept
48,78,23,0.10133315481462028,0.019937317,0.13661652176986416,0.063225633,Accept
48,78,24,0.099361249,0.019684881324971745,0.13661652176986416,0.063225633,Accept
48,78,25,0.099043823,0.019284535066158043,0.13661652176986416,0.063225633,Accept
48,78,26,0.10001117703271993,0.018797950584787268,0.13661652176986416,0.063225633,Accept
48,78,27,0.09983868,0.019508450356228973,0.13661652176986416,0.063225633,Accept
48,78,28,0.099309253,0.019335612923008727,0.13661652176986416,0.063225633,Accept
48,78,29,0.09902134,0.019593236,0.13661652176986416,0.063225633,Accept
48,78,30,0.099725991,0.019763338,0.13661652176986416,0.063225633,Accept
48,78,31,0.10013676889409355,0.019132244,0.13661652176986416,0.063225633,Accept
48,78,32,0.099377244,0.019627344530030955,0.13661652176986416,0.063225633,Accept
48,78,33,0.10057961525206857,0.019718675832732846,0.13661652176986416,0.063225633,Accept
48,78,34,0.099946435,0.019836420867951482,0.13661652176986416,0.063225633,Accept
48,78,35,0.099482363,0.019846881142707468,0.13661652176986416,0.063225633,Accept
48,78,36,0.099691579,0.019905726022770923,0.13661652176986416,0.063225633,Accept
48,78,37,0.10000994289500345,0.019182288093383182,0.13661652176986416,0.063225633,Accept
48,78,38,0.10049491081287781,0.019437144,0.13661652176986416,0.063225633,Accept
48,78,39,0.099567544,0.019521647765297648,0.13661652176986416,0.063225633,Accept
48,78,40,0.099610946,0.019477980632498698,0.13661652176986416,0.063225633,Accept
48,78,41,0.099497776,0.019441346059886913,0.13661652176986416,0.063225633,Accept
48,78,42,0.10110018967765659,0.018891794698287404,0.13661652176986416,0.063225633,Accept
48,78,43,0.099457424,0.019813884,0.13661652176986416,0.063225633,Accept
48,78,44,0.10009173297929345,0.019395012,0.13661652176986416,0.063225633,Accept
48,78,45,0.099600346,0.019229565018898317,0.13661652176986416,0.063225633,Accept
48,78,46,0.099181057,0.018882336947858347,0.13661652176986416,0.063225633,Accept
48,78,47,0.09985557,0.019615802,0.13661652176986416,0.063225633,Accept
48,78,48,0.10081243983106203,0.019272345479213485,0.13661652176986416,0.063225633,Accept
69,1383,1,0.099819986,0.019948343072757613,0.10358045019606768,0.09638972,Accept
69,1383,2,0.099677432,0.019976813413069436,0.10358045019606768,0.09638972,Accept
69,1383,3,0.10042601412220369,0.019993823,0.10358045019606768,0.09638972,Accept
69,1383,4,0.1002106588959188,0.019941696,0.10358045019606768,0.09638972,Accept
69,1383,5,0.099701563,0.019987765656281117,0.10358045019606768,0.09638972,Accept
69,1383,6,0.09992437,0.019995315972142838,0.10358045019606768,0.09638972,Accept
69,1383,7,0.099798999,0.019960331985100832,0.10358045019606768,0.09638972,Accept
69,1383,8,0.100225247,0.019978527949674474,0.10358045019606768,0.09638972,Accept
69,1383,9,0.099674523,0.019968800513557997,0.10358045019606768,0.09638972,Accept
69,1383,10,0.099769979,0.019986446,0.10358045019606768,0.09638972,Accept
69,1383,11,0.10004446765467848,0.019989892756933345,0.10358045019606768,0.09638972,Accept
69,1383,12,0.10012763119838365,0.019990826078289434,0.10358045019606768,0.09638972,Accept
69,1383,13,0.1001056917785092,0.01999068,0.10358045019606768,0.09638972,Accept
69,1383,14,0.10010924701303928,0.019995423830141287,0.10358045019606768,0.09638972,Accept
69,1383,15,0.10017799060505095,0.019984186855263555,0.10358045019606768,0.09638972,Accept
69,1383,16,0.099574287,0.019973824442956714,0.10358045019606768,0.09638972,Accept
69,1383,17,0.10005883078775288,0.019936306171522797,0.10358045019606768,0.09638972,Accept
69,1383,18,0.1002132741134566,0.019987996,0.10358045019606768,0.09638972,Accept
69,1383,19,0.10008391498369788,0.019992179349153663,0.10358045019606768,0.09638972,Accept
69,1383,20,0.099933609,0.019987717483471903,0.10358045019606768,0.09638972,Accept
69,1383,21,0.10011644066054576,0.019981531724001883,0.10358045019606768,0.09638972,Accept
69,1383,22,0.0999602,0.019982884661615907,0.10358045019606768,0.09638972,Accept
69,1383,23,0.099871191,0.019990663,0.10358045019606768,0.09638972,Accept
69,1383,24,0.10020337734993284,0.01997726,0.10358045019606768,0.09638972,Accept
69,1383,25,0.10003982966101382,0.019981732653801695,0.10358045019606768,0.09638972,Accept
69,1383,26,0.099796626,0.019997720304438804,0.10358045019606768,0.09638972,Accept
69,1383,27,0.10004011764599997,0.01996034,0.10358045019606768,0.09638972,Accept
69,1383,28,0.099925368,0.019981617185801853,0.10358045019606768,0.09638972,Accept
69,1383,29,0.099981101,0.019967504122978513,0.10358045019606768,0.09638972,Accept
69,1383,30,0.10001399433730537,0.019993665990891613,0.10358045019606768,0.09638972,Accept
69,1383,31,0.10038762485708953,0.019997968641486508,0.10358045019606768,0.09638972,Accept
69,1383,32,0.099877433,0.019985991639259015,0.10358045019606768,0.09638972,Accept
69,1383,33,0.1001026777958199,0.019987907763050053,0.10358045019606768,0.09638972,Accept
69,1383,34,0.10038376178178425,0.019981021917857916,0.10358045019606768,0.09638972,Accept
69,1383,35,0.099921656,0.019991533046728266,0.10358045019606768,0.09638972,Accept
69,1383,36,0.10001685465931007,0.019960054,0.10358045019606768,0.09638972,Accept
69,1383,37,0.099702452,0.019991988,0.10358045019606768,0.09638972,Accept
69,1383,38,0.1000007235532048,0.019987595791860352,0.10358045019606768,0.09638972,Accept
69,1383,39,0.10011416263193597,0.019893677790605233,0.10358045019606768,0.09638972,Accept
69,1383,40,0.09985382,0.019987144866760648,0.10358045019606768,0.09638972,Accept
69,1383,41,0.10017262712227636,0.019961281768987302,0.10358045019606768,0.09638972,Accept
69,1383,42,0.10004351199840932,0.019985713445596187,0.10358045019606768,0.09638972,Accept
69,1383,43,0.1000053202065133,0.019957155955916656,0.10358045019606768,0.09638972,Accept
69,1383,44,0.099771709,0.019988345128989046,0.10358045019606768,0.09638972,Accept
69,1383,45,0.099834233,0.019958496,0.10358045019606768,0.09638972,Accept
69,1383,46,0.10001869386960155,0.019987663,0.10358045019606768,0.09638972,Accept
69,1383,47,0.10017036512702339,0.019953735361999708,0.10358045019606768,0.09638972,Accept
69,1383,48,0.10005181785285522,0.019936025790721484,0.10358045019606768,0.09638972,Accept
69,1383,49,0.099925046,0.019988767982505193,0.10358045019606768,0.09638972,Accept
69,1383,50,0.099968351,0.019945139621207808,0.10358045019606768,0.09638972,Accept
69,1383,51,0.10003759905992476,0.019956102,0.10358045019606768,0.09638972,Accept
69,1383,52,0.099886398,0.019975486289023667,0.10358045019606768,0.09638972,Accept
69,1383,53,0.099690671,0.01998349,0.10358045019606768,0.09638972,Accept
69,1383,54,0.10013082511797942,0.019992843894657594,0.10358045019606768,0.09638972,Accept
69,1383,55,0.0996748,0.019957573,0.10358045019606768,0.09638972,Accept
69,1383,56,0.09993348,0.019950158853055414,0.10358045019606768,0.09638972,Accept
69,1383,57,0.099998107,0.019964803346243704,0.10358045019606768,0.09638972,Accept
69,1383,58,0.10007444088156205,0.019987311843501304,0.10358045019606768,0.09638972,Accept
69,1383,59,0.10014329608543272,0.019969025,0.10358045019606768,0.09638972,Accept
69,1383,60,0.099767231,0.01999217,0.10358045019606768,0.09638972,Accept
69,1383,61,0.10000521667597496,0.019960519,0.10358045019606768,0.09638972,Accept
69,1383,62,0.10027485970745413,0.019983328951414275,0.10358045019606768,0.09638972,Accept
69,1383,63,0.099622689,0.019988477458645168,0.10358045019606768,0.09638972,Accept
69,1383,64,0.099875319,0.019879204517060725,0.10358045019606768,0.09638972,Accept
69,1383,65,0.099939593,0.019992364,0.10358045019606768,0.09638972,Accept
69,1383,66,0.10009087636624628,0.019980842417657643,0.10358045019606768,0.09638972,Accept
69,1383,67,0.10013090470304528,0.019992725933636893,0.10358045019606768,0.09638972,Accept
69,1383,68,0.099946127,0.019943177,0.10358045019606768,0.09638972,Accept
69,1383,69,0.099819625,0.019964730656023652,0.10358045019606768,0.09638972,Accept
15,102,1,0.10018043765193187,0.019911292,0.10827212434255704,0.091739514,Accept
15,102,2,0.10013384948795985,0.019690633,0.10827212434255704,0.091739514,Accept
15,102,3,0.10062416012884477,0.019845265815596924,0.10827212434255704,0.091739514,Accept
15,102,4,0.10096470344078637,0.019898291986280056,0.10827212434255704,0.091739514,Accept
15,102,5,0.099527985,0.019483789281191932,0.10827212434255704,0.091739514,Accept
15,102,6,0.099688008,0.019591126,0.10827212434255704,0.091739514,Accept
15,102,7,0.10073469264279657,0.019634047509916236,0.10827212434255704,0.091739514,Accept
15,102,8,0.10008542047764422,0.019828609,0.10827212434255704,0.091739514,Accept
15,102,9,0.1010095326140268,0.019772636,0.10827212434255704,0.091739514,Accept
15,102,10,0.099689113,0.019846593,0.10827212434255704,0.091739514,Accept
15,102,11,0.099104229,0.019736640569576844,0.10827212434255704,0.091739514,Accept
15,102,12,0.099761003,0.01942683,0.10827212434255704,0.091739514,Accept
15,102,13,0.099789576,0.019758619020164167,0.10827212434255704,0.091739514,Accept
15,102,14,0.099491123,0.019805846958468168,0.10827212434255704,0.091739514,Accept
15,102,15,0.099303451,0.019699565,0.10827212434255704,0.091739514,Accept
61,1119,1,0.10004192047158571,0.019952564972055026,0.10387726112137177,0.096130344,Accept
61,1119,2,0.099811179,0.019942607396482542,0.10387726112137177,0.096130344,Accept
61,1119,3,0.10020107024829493,0.019992098202079756,0.10387726112137177,0.096130344,Accept
61,1119,4,0.099839268,0.01999888,0.10387726112137177,0.096130344,Accept
61,1119,5,0.10006763322095799,0.019954255855464703,0.10387726112137177,0.096130344,Accept
